#name:Map_Largo
#bg:#0F1A2B
#zones:0=Seawater:#4AA1F2,1=Sand:#F4D27A,2=Grass:#66BB6A,4=Freshwater:#1E5BB8,5=Estuary:#2A78D1,6=RiverMouth:#3580D0,7=Crops:#C8995A
#entities:autoTilePlaceholder
7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],4[0],4[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,4[0],4[0],-1,7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,7[0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,-1,-1,-1
7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],4[0],4[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,4[0],4[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],4[0],4[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,4[0],4[0],-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],4[0],4[0],7[0],-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],4[0],4[0],-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],4[0],4[0],-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],-1,4[0],4[0],7[0],7[0],7[0],-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],4[0],4[0],-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],4[0],4[0],7[0],7[0],7[0],-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,-1,7[0],7[0],7[0]
7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],4[0],4[0],-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],4[0],4[0],7[0],7[0],-1,-1,7[0],7[0],-1,-1,7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0]
7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],4[0],4[0],-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],-1,4[0],4[0],7[0],7[0],7[0],7[0],-1,-1,-1,7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],-1
7[0],-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],4[0],4[0],-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],-1,4[0],4[0],7[0],7[0],7[0],7[0],-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0]
-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0],4[0],4[0],-1,-1,7[0],7[0],7[0],7[0],7[0],-1,4[0],4[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7[0],7[0],7[0],-1,-1,-1,-1,-1,7[0],7[0],7[0],7[0],7[0],7[0],7[0],7[0]
